"pvalue" "adjpvalue" "logFC"
"AGBL1" 1.50953150130295e-44 6.74438603449177e-43 -3.26098800085826
"MKI67" 1.62369411709828e-44 7.23440950681715e-43 2.83331760079593
"E2F3" 1.72148648257445e-44 7.64899599929568e-43 1.39204756590348
"SLC27A6" 1.82291543004323e-44 8.07741839867232e-43 -3.39585757596128
"FAM162B" 1.93697446940528e-44 8.55930444302404e-43 -2.45438425251069
"CORO2B" 2.03543964700842e-44 8.96983772311443e-43 -2.43238331676714
"FLI1" 2.09574929380067e-44 9.21044696449891e-43 -1.78281333080437
"LTBP4" 2.31150805228172e-44 1.0131063417188e-42 -2.272173786466
"PPM1F" 2.68114442366289e-44 1.17192895418045e-42 -1.22902722078911
"EDN3" 3.02292725787072e-44 1.31775118222153e-42 -3.07082824573867
"MASP1" 3.07716592932538e-44 1.33777922571668e-42 -3.13948564994216
"PALMD" 3.17567170872306e-44 1.37689271478479e-42 -2.21777886509556
"C1orf74" 3.26316552281013e-44 1.41103476454168e-42 1.14988728519973
"VWF" 3.48881300611098e-44 1.50457392982791e-42 -2.48179110745046
"ABCA8" 3.85616003880117e-44 1.65856014042197e-42 -3.5136216855384
"EME1" 4.11235062470548e-44 1.7640452985605e-42 2.41633260673571
"SOGA3" 5.50758347419931e-44 2.35628153462495e-42 -2.70153380805459
"ACKR4" 5.75729535399678e-44 2.45659832710619e-42 -2.8581985938976
"RILPL2" 5.96016252722519e-44 2.53645016890805e-42 -1.36404999598126
"DNA2" 6.39909146681442e-44 2.71607753337499e-42 2.01587963810156
"HMMR" 6.62269608999109e-44 2.80360801142956e-42 2.6633635093242
"FGR" 7.18552414773784e-44 3.03390887379224e-42 -2.23568059980798
"POLQ" 7.5448665613333e-44 3.1773146936748e-42 2.81202039667846
"ADARB1" 8.31755545875702e-44 3.49358989568469e-42 -1.69069835316821
"TSPAN18" 8.75217022491598e-44 3.66659100149792e-42 -2.13417036052027
"TMPRSS4" 1.04694854291167e-43 4.37467177425449e-42 4.47681091968635
"CKAP2L" 1.13404888257812e-43 4.72637582095671e-42 2.73666629825658
"PCDH15" 1.53113108992979e-43 6.36484880141173e-42 -3.74802439617653
"CASKIN2" 1.66018628594258e-43 6.88358473161129e-42 -1.57731266501232
"COX4I2" 1.75006390352279e-43 7.23763607690235e-42 -2.44711743539213
"AFAP1L1" 2.03999409459523e-43 8.41510607461035e-42 -1.74792033429925
"OCIAD2" 2.20668002218799e-43 9.07947501986483e-42 1.96376903933138
"MCM10" 2.42552412393973e-43 9.95452381552773e-42 2.97817045970445
"ANGPTL1" 2.57225900095958e-43 1.05299404635729e-41 -2.84872910649787
"KNTC1" 2.98310565026827e-43 1.21808888691587e-41 1.93696868520497
"CENPA" 3.30644840518364e-43 1.34670975573755e-41 3.05030134958044
"CFP" 3.36223180484873e-43 1.36598077532507e-41 -2.33826783208213
"FAM189A2" 3.45805633466173e-43 1.40138167391354e-41 -3.34137779883195
"MYBL2" 3.63133020195499e-43 1.46791290294065e-41 3.57323154311968
"CDCA2" 3.64315819104496e-43 1.46901246158411e-41 2.59814722539979
"CDC45" 3.86273216837938e-43 1.55366601356087e-41 2.74507160190484
"DACH1" 3.94309275974507e-43 1.58204336124199e-41 -2.95730948750946
"PKNOX2" 4.46079983995347e-43 1.78531614438237e-41 -2.74591731603674
"TBX3" 4.49921628676879e-43 1.7962341457746e-41 -2.24516181860251
"KAT2A" 5.19400356851142e-43 2.06849589028446e-41 1.62268040391223
"SPP1" 5.61550505457626e-43 2.23084928633646e-41 4.47552915463574
"GIMAP7" 7.07498404064101e-43 2.80374490396803e-41 -1.98631828353941
"NDC80" 7.36144921666299e-43 2.91011800038131e-41 2.66658207679927
"SIX4" 7.52013947418186e-43 2.96558263029534e-41 2.267329604459
"PKMYT1" 7.54137416366542e-43 2.96670302160389e-41 2.68767893001856
"ATIC" 7.98093164889702e-43 3.13198166824963e-41 1.20663319921177
"PI16" 8.59312149730919e-43 3.36404020946845e-41 -3.7302085666716
"NCAPG" 9.25387503606544e-43 3.6139406890242e-41 2.79592271195928
"BCL6B" 9.53933835002875e-43 3.71642483689888e-41 -1.75517042252866
"RASGRP4" 1.01827686843282e-42 3.95753918336214e-41 -2.1003758732575
"MS4A7" 1.02229651616101e-42 3.96361069931754e-41 -2.38243169005456
"NKAPL" 1.06394621476954e-42 4.11520107866137e-41 -1.92857768914567
"TRHDE" 1.17030781804299e-42 4.51576430555392e-41 -4.04876206099494
"TMEM182" 1.27097488634986e-42 4.8924949742093e-41 1.47608201765471
"HMGB3" 1.39658430868234e-42 5.36321626541369e-41 2.98854559440965
"CLDN18" 1.42358811805518e-42 5.45393177104799e-41 -6.77493378293581
"CHAF1B" 1.42973371219006e-42 5.46449645590368e-41 1.75474823685029
"PERM1" 1.53566208318996e-42 5.85548315361011e-41 2.58487441480874
"PTCRA" 1.67639401428058e-42 6.37701864536118e-41 -2.49852878623747
"ACADL" 1.68327467261934e-42 6.38812639874762e-41 -4.09849469683943
"CBX7" 1.78203727165627e-42 6.74706083439999e-41 -1.76144783213405
"EPM2A" 1.90821031249426e-42 7.20785108436064e-41 -1.23823729178999
"TFAP4" 1.96491350729948e-42 7.40469391570872e-41 1.31684467844315
"MFAP4" 2.24656250414642e-42 8.44634187164978e-41 -3.06147474960525
"GINS2" 2.53735624240285e-42 9.51744624039898e-41 2.4876545943275
"METTL7A" 2.72928452594299e-42 1.02136032758549e-40 -2.11810513552836
"MYO7A" 2.83845060075146e-42 1.05975392915556e-40 1.91794857645799
"PHKA1" 3.15059235327425e-42 1.17357746110763e-40 1.56515584915983
"BMPR2" 3.54838862041922e-42 1.31870875711386e-40 -1.24059924135071
"PRKG2" 3.70665869456802e-42 1.37436087551006e-40 -3.02558389918386
"BRIP1" 3.74870011655625e-42 1.3867611050444e-40 2.34337595703185
"SPARCL1" 4.06966958511563e-42 1.50205264847437e-40 -2.06556167072505
"DONSON" 4.43028978056654e-42 1.63141880983465e-40 1.41912778061471
"SYNPO" 5.46269409420094e-42 2.00701123110175e-40 -1.80681849587873
"PDIA4" 6.09862039258378e-42 2.23556018890872e-40 1.6277054894934
"PKHD1L1" 6.34143551156108e-42 2.31929735523738e-40 -3.28748592959473
"PLCL1" 7.38831611907892e-42 2.69606675757068e-40 -1.84452915335064
"CAMP" 7.99802628466057e-42 2.91196762856186e-40 -3.00128710602316
"ADCY4" 8.07442932548247e-42 2.93316375204295e-40 -1.76697090597082
"ABI3BP" 8.94967183734383e-42 3.24380352953975e-40 -2.85692799325923
"CELSR3" 9.14237615976194e-42 3.3062193964305e-40 2.88973328797963
"HSPB6" 9.59724991342962e-42 3.46295400120149e-40 -2.9906158473749
"SPC24" 1.08599240336477e-41 3.90981506113177e-40 2.34641731694971
"SIRPD" 1.10194968530805e-41 3.95842905887162e-40 -1.75141509725346
"SYNM" 1.26269421519543e-41 4.52577666597491e-40 -1.8465933922755
"SNX22" 1.58842259860681e-41 5.68063594078255e-40 -1.88850542991004
"FAM111B" 1.63931309182763e-41 5.8496639066566e-40 2.47442668027771
"ORC1" 1.75745749708424e-41 6.25740220098712e-40 2.41180494141227
"QKI" 1.80740867725534e-41 6.42107809591442e-40 -1.38198766895713
"CCL23" 1.82628612498626e-41 6.47388327690186e-40 -2.96026731600113
"SH3GL2" 2.15063142048804e-41 7.6069153905815e-40 -3.64156844292027
"PRC1" 2.4418394145499e-41 8.61803674338628e-40 2.20449584992685
"MME" 2.60625815029448e-41 9.1782396738209e-40 -3.41683651248483
"CD52" 2.93657346564066e-41 1.03189528164092e-39 -2.53995632478464
"RAB26" 2.96368463141521e-41 1.03915803087165e-39 2.89051877205418
"NCAPH" 3.05011892829141e-41 1.06714464629961e-39 2.61350163710884
"CCNF" 3.27943569924766e-41 1.14489217301224e-39 1.75902846768689
"SOX4" 3.29098145105908e-41 1.14644146488406e-39 1.69622890507563
"FPR2" 3.30615251902234e-41 1.1492442667955e-39 -3.25835525805639
"KIF1C" 3.45263764420597e-41 1.197582635772e-39 -1.32215953230469
"AGTPBP1" 3.5956333189754e-41 1.24450578973722e-39 -1.20772975080846
"ABCA12" 3.67375249259647e-41 1.26882128379205e-39 4.45397230623134
"TFAP2A" 3.69247398802292e-41 1.27256224258166e-39 3.45839483914548
"MSRB3" 3.76691686230366e-41 1.29544993757134e-39 -2.0251381178973
"MFNG" 4.08337530968501e-41 1.40129277382786e-39 -1.64111387452299
"DES" 4.17753897241286e-41 1.43056318654028e-39 -3.80188226685944
"TTK" 5.3535965497869e-41 1.82941014304053e-39 2.77842911102184
"CD34" 6.03924143105884e-41 2.05934302413421e-39 -1.69370090380996
"SYNC" 7.12033464799105e-41 2.42286661471409e-39 -1.98011695151303
"PRSS35" 7.35743491539573e-41 2.49827511053511e-39 -2.5880076643108
"F8" 7.9232528790202e-41 2.68475095978396e-39 -1.68514658938467
"HSPB3" 8.52585634062499e-41 2.88288337354173e-39 -2.29524178849714
"CCNA2" 9.29577296091368e-41 3.13346404132275e-39 2.4950325923421
"IGSF10" 9.30578012148054e-41 3.13346404132275e-39 -3.45885103850675
"ANGPTL5" 1.05952567518854e-40 3.56022700314916e-39 -2.11653592749937
"ADRB1" 1.08917284044311e-40 3.6522388240139e-39 -3.84273554751784
"ESPL1" 1.1187064167905e-40 3.74348875444273e-39 2.73799093098798
"LRRC2" 1.24993588875024e-40 4.17395775355128e-39 -2.62188330464656
"PTPRH" 1.26236243861057e-40 4.20674458106402e-39 4.38927179749102
"HELLS" 1.32079818492715e-40 4.39240287107009e-39 2.08671591078395
"ATP10B" 1.38875728330653e-40 4.60890251490761e-39 4.23640877060263
"ST6GALNAC6" 1.65868038916344e-40 5.49339958866882e-39 -1.39095135306286
"ENG" 1.91980378498591e-40 6.34518755082742e-39 -1.64736287721255
"C11orf80" 1.9955165057717e-40 6.5769205470876e-39 1.40654665034165
"MYADM" 1.99807245835013e-40 6.5769205470876e-39 -1.88313149144331
"AGMAT" 2.07498137214332e-40 6.81616589639502e-39 2.25383652007996
"SIGLEC11" 2.81844458604673e-40 9.23957169275359e-39 -2.58656791422614
"CDCA5" 3.00156067359053e-40 9.81991320574883e-39 2.59592878850596
"TRAPPC3L" 3.28053973898701e-40 1.07108958401056e-38 -1.50602196467485
"F11" 3.4516956740729e-40 1.12469493994186e-38 -4.18744906015339
"SEC14L3" 3.54300125172591e-40 1.15211829010256e-38 -3.56760348736229
"MCM4" 4.31408974671879e-40 1.40003930633456e-38 1.95491380471602
"PAPSS1" 4.69366461212265e-40 1.52016298250856e-38 -0.903494602564084
"LDLR" 5.33509176307346e-40 1.72444278650525e-38 -1.95227862399663
"ITM2A" 5.34721024604019e-40 1.72490308116765e-38 -2.12300672276836
"ADAMTSL3" 5.7341689312985e-40 1.84603614157512e-38 -2.67261190710806
"AMOTL1" 5.78911664915991e-40 1.86001319590239e-38 -1.90006401205316
"ABCG2" 6.08554424173953e-40 1.95136666153115e-38 -2.15412498958673
"TICRR" 6.8129942369823e-40 2.18029333429142e-38 2.47240143068685
"FERMT2" 6.85621366953034e-40 2.18977960942287e-38 -1.42565569688125
"RNF144B" 7.24017908173266e-40 2.30784285393806e-38 -1.83350369096471
"SLITRK2" 8.12242523647618e-40 2.58395654120561e-38 -2.77164647419387
"ST6GALNAC3" 8.7113997599184e-40 2.76586942377409e-38 -2.20083590734953
"P2RY1" 8.77419971426483e-40 2.78033530827854e-38 -1.88496386469114
"SELP" 8.83629755439146e-40 2.79452241676039e-38 -2.55708252281376
"DKK2" 9.46366221361048e-40 2.9870725605347e-38 -2.51189847162385
"SYNJ2" 1.07413255459706e-39 3.38372733849532e-38 1.50953115224945
"KDELR3" 1.09612897492116e-39 3.44628932485448e-38 2.0443865469897
"GGCT" 1.21347925944354e-39 3.80782236878695e-38 1.56129955202469
"LCN6" 1.33329650931322e-39 4.17567755314814e-38 -2.04012919621212
"CXCR2" 1.40015816385206e-39 4.37657965596316e-38 -2.79130419012092
"BLM" 1.42787796424276e-39 4.45459258902736e-38 1.86686309466827
"RETN" 1.60644743467851e-39 5.00200592160804e-38 -3.88576436962541
"GRHL3" 2.22803533359289e-39 6.92408129008086e-38 2.86638886463809
"OLR1" 2.38094446155555e-39 7.38504869623643e-38 -2.90144876796477
"TNXB" 2.57776518509721e-39 7.98018707685853e-38 -3.17540645919319
"TFR2" 2.72529039892534e-39 8.42072966365265e-38 2.4081173098209
"GPRIN1" 3.332460932946e-39 1.02771056190222e-37 2.37317297618107
"VWC2" 3.6622770369182e-39 1.1272684413827e-37 -2.23861070617366
"TNFRSF21" 3.87679548042595e-39 1.19102541531029e-37 1.85439676828802
"SLC2A1" 3.9457379943049e-39 1.20990129486965e-37 2.92368456035127
"DNAH14" 4.00364242483366e-39 1.22532729924368e-37 1.81151793824158
"GAS6" 4.33983017323152e-39 1.32570304666763e-37 -1.97414570903274
"KIF15" 5.16508641804979e-39 1.5748143447396e-37 2.29357628469269
"BCHE" 5.38567692400592e-39 1.63897326617531e-37 -2.95626540955533
"MSR1" 5.87052121706997e-39 1.78315700019061e-37 -2.60036266176793
"CCNE1" 6.15934551953216e-39 1.86736999782959e-37 2.65086596885566
"ESCO2" 6.71731819889538e-39 2.03271341894903e-37 2.29714356430607
"SLC14A1" 6.78577556994073e-39 2.04958378590963e-37 -2.94794373597009
"C5AR1" 7.07448677254284e-39 2.13279247017464e-37 -2.07399448880152
"CRYAB" 7.48895038644823e-39 2.25353135789223e-37 -2.25877956419874
"FANCA" 7.54811058648343e-39 2.2671038295976e-37 1.6948192122518
"SLIT3" 8.1510682664536e-39 2.44365390463996e-37 -2.82790928495591
"CBLC" 9.36284807857827e-39 2.80173240555453e-37 2.81497062196325
"FIG4" 9.96831209897426e-39 2.97738714526585e-37 -0.940965168171478
"NIM1K" 1.00957158064297e-38 3.00986691759529e-37 -2.68182621834794
"NEIL3" 1.07313783836887e-38 3.1934760507475e-37 3.18062639158173
"ADAMTS1" 1.14607158385568e-38 3.40423362357427e-37 -2.32788197443713
"FANCI" 1.16529682449432e-38 3.45497655924061e-37 1.75845862024059
"TONSL" 1.25322969532932e-38 3.70887004696634e-37 1.89126028444391
"ANXA8L1" 1.27434790284683e-38 3.76446104853782e-37 -3.7182830471976
"POLE2" 1.27864962635374e-38 3.77026322183901e-37 2.01753547593461
"C1orf162" 1.2904550149167e-38 3.79344556756995e-37 -1.92321329525423
"GHR" 1.29337383845989e-38 3.79344556756995e-37 -2.37095020506157
"PSAT1" 1.2935675256764e-38 3.79344556756995e-37 2.96597433196175
"CNRIP1" 1.30275747207894e-38 3.81346193596393e-37 -1.59462151898353
"FAM124B" 1.51879468870326e-38 4.43779701704619e-37 -1.91293275142411
"GPM6B" 1.53035797723156e-38 4.46349797735403e-37 -2.24556252266975
"PIP5K1B" 1.61271607500018e-38 4.69521616853392e-37 -2.76312525482604
"RECK" 1.73593623528753e-38 5.04484964665813e-37 -1.61194868108953
"CPED1" 1.7780400416109e-38 5.15791507754355e-37 -2.31167520125568
"TSACC" 1.8675084215674e-38 5.40772770762308e-37 2.21599264111693
"FANCD2" 1.92700226323354e-38 5.57000349528563e-37 1.43678065755474
"ABHD6" 1.96692631430569e-38 5.67523336734104e-37 -1.2854790654841
"PCDH12" 2.02104841789287e-38 5.82098034503465e-37 -1.67900484650238
"PRAM1" 2.05558807782935e-38 5.90990732750617e-37 -2.30035340751792
"E2F2" 2.241841322182e-38 6.43392503300241e-37 2.16227541043905
"CTNNAL1" 2.33634623972316e-38 6.69323774431525e-37 -1.46068175085394
"MYL9" 2.46724451994618e-38 7.0557068904631e-37 -1.86564993177875
"TOM1L2" 2.5330460902891e-38 7.2310620159775e-37 -1.35527954290246
"LGALSL" 2.79545913168067e-38 7.96607073054373e-37 -1.93797081154705
"SLC35F2" 2.81552633207569e-38 8.0091047989504e-37 1.79238560126567
"NARF" 2.84441162742369e-38 8.07702731315434e-37 1.20949422578546
"DUOX1" 2.88048060384832e-38 8.16507410535494e-37 -3.38734617238239
"CSTF2" 2.89362035669948e-38 8.18793030407121e-37 1.05488775811637
"OSCAR" 3.02711718336567e-38 8.55067829255777e-37 -2.41440967874088
"SFTPC" 3.37230449343316e-38 9.50907328226982e-37 -8.33556898633836
"RSPO2" 3.72007146101158e-38 1.04713843969731e-36 -3.6791378330764
"TRAIP" 3.90014358394197e-38 1.09529968913831e-36 1.63910270701478
"INPP5K" 3.90475120128048e-38 1.09529968913831e-36 -1.08833714757806
"CASQ2" 3.91235452087145e-38 1.09552718866555e-36 -2.98149241746726
"OSBPL11" 4.30975335138139e-38 1.2047142427111e-36 -0.895170635155336
"CD300C" 4.37050102281307e-38 1.21958150513758e-36 -2.31418330995374
"GNAQ" 4.5763493514385e-38 1.2748175939439e-36 -1.17414944302832
"MARCKSL1" 4.64828342466999e-38 1.29262350614659e-36 1.83233126925101
"ASF1B" 4.83620916161825e-38 1.34256828860139e-36 2.16205234369656
"PBK" 4.85945718150221e-38 1.34670420756785e-36 2.86183657323147
"RXRG" 4.88334650242085e-38 1.35100335741931e-36 -3.4627165661674
"GFOD1" 5.09235175303861e-38 1.40641338056096e-36 -1.88160470536199
"LOXHD1" 5.46382962615213e-38 1.50642919726851e-36 -2.28095406261905
"GJB2" 5.80004213715308e-38 1.596397263313e-36 3.73670369568977
"PLEK2" 6.11951537642843e-38 1.68145934423193e-36 2.28770281190062
"KIAA0408" 6.23432633966554e-38 1.71009267912356e-36 -2.75806917116351
"MFAP3L" 6.46311164177354e-38 1.76983917945951e-36 -2.43946431165063
"DOCK4" 6.83279730278701e-38 1.86790148638393e-36 -1.65277989414151
"SALL4" 7.3583089371237e-38 2.00815845764582e-36 2.85060651919985
"UNC5CL" 7.82401548110799e-38 2.13164773133092e-36 2.74817680487997
"CENPU" 7.90335782999972e-38 2.14963336323888e-36 2.11891272754806
"RADIL" 8.79612104076101e-38 2.38842821997364e-36 -2.7231424912053
"DNASE2B" 9.56755771311965e-38 2.59353173705726e-36 -3.01444409962828
"RHBDL2" 9.80684157952894e-38 2.65393536637957e-36 2.32884699410837
"ZNF423" 9.96198386719769e-38 2.69140431815798e-36 -1.96392890524162
"NHSL1" 9.99382487477269e-38 2.69549166229446e-36 -1.89399474593502
"MARCO" 1.00320956726985e-37 2.70129667954848e-36 -3.92619195580775
"RBMS2" 1.07103303819346e-37 2.87911531217038e-36 -1.25177606010519
"CALCOCO1" 1.08436926019641e-37 2.9101151077717e-36 -1.22784720957666
"GLDN" 1.13945828282803e-37 3.05287751557032e-36 -2.81896945371302
"CFD" 1.23306113837228e-37 3.29818293545714e-36 -2.80085118557354
"GPBAR1" 1.24115299721244e-37 3.31433057815223e-36 -2.0344214937452
"LIPN" 1.5219730137681e-37 4.05750458496955e-36 -2.14840291990557
"CNTFR" 1.722797782632e-37 4.58531442839464e-36 -3.01107525853127
"C1QTNF6" 1.77655484274132e-37 4.72060182184098e-36 2.06553462900528
"INTS8" 1.84388429582625e-37 4.89144898147723e-36 1.1028641242135
"ITPRIP" 2.12315292319123e-37 5.62304326734833e-36 -1.61044451776782
"N4BP1" 2.18857908655925e-37 5.78681837493676e-36 -0.876397272093449
"MAMDC2" 2.31598232733657e-37 6.11366267718683e-36 -3.28118446171433
"PADI4" 2.51420007197739e-37 6.62606747727505e-36 -2.27977148155071
"VSIG4" 2.58611953589196e-37 6.80448972176207e-36 -2.74366295376046
"RMDN3" 3.12609239571704e-37 8.21184759780458e-36 -0.937192481018667
"ODF3L1" 3.60310222194172e-37 9.44950174596716e-36 -2.25266565655664
"ANGPT1" 3.78183716004905e-37 9.90215122636868e-36 -2.65326656651551
"CPB2" 3.82007797725337e-37 9.98606769775033e-36 -4.92002400632894
"ZNF106" 4.10236115552741e-37 1.07066315659388e-35 -1.288561548261
"KCNAB1" 4.7659642562578e-37 1.24184551678808e-35 -1.76803238808718
"ACE" 4.8965383004546e-37 1.273810745936e-35 -1.87079671340149
"CDH19" 5.30232262301415e-37 1.37715236049268e-35 -3.15402684620872
"SNX1" 5.49687084716241e-37 1.42538633269908e-35 -0.800432107810903
"PLA2G4F" 5.52051926899638e-37 1.42922079116601e-35 -3.40682478316353
"HSPB2" 5.54994193817307e-37 1.43453547308964e-35 -1.81359888523095
"ST6GALNAC5" 5.99685154982107e-37 1.54757149835303e-35 -2.56062300514396
"PDE5A" 7.1067285135834e-37 1.83106108938637e-35 -1.76476132405069
"A2M" 8.11778725060699e-37 2.08822632480128e-35 -2.06541314888105
"PHACTR2" 8.33725528483641e-37 2.14126736447654e-35 -1.59981807858783
"DAPK2" 8.42893678690909e-37 2.16137235987372e-35 -2.12885753781548
"BDNF" 8.59608154364985e-37 2.20073332091315e-35 -3.23406395944374
"CDCA7" 8.98586766818271e-37 2.2947071241453e-35 2.7757150685313
"C1QTNF2" 8.99159837844768e-37 2.2947071241453e-35 -1.9915222599471
"DLC1" 9.44541752920547e-37 2.40671626111461e-35 -2.52650958521109
"KLF4" 9.76679432512262e-37 2.48467863832654e-35 -2.55589456674921
"CDT1" 1.01228544466457e-36 2.57120502944801e-35 2.43909834488731
"ART4" 1.08147860343892e-36 2.74263654007332e-35 -2.78848067137413
"ADAMTS14" 1.5368148324192e-36 3.89125375699989e-35 2.43139078075406
"SLCO1A2" 1.71526428016466e-36 4.3362848863285e-35 -4.39031423002605
"FANCF" 1.72346828948137e-36 4.35020657919326e-35 0.982641158049194
"CCIN" 2.02692439782932e-36 5.10816618946705e-35 -1.83736346250734
"RDM1" 2.04943747936292e-36 5.15684510212864e-35 2.41288870421919
"KDM5B" 2.16868547012116e-36 5.44839999183555e-35 1.10082063832498
"KRT79" 2.22105559965088e-36 5.57129172111495e-35 -2.58025803584854
"CASS4" 2.33755759928299e-36 5.85442026689989e-35 -2.0216225569726
"TBX2" 2.84791898640196e-36 7.12156361731429e-35 -1.96622700143344
"ZFP69B" 2.97838617058531e-36 7.43628336615643e-35 1.50775232521814
"RNF182" 3.06329875005171e-36 7.6364676259017e-35 -2.84002133248766
"EML1" 3.08719230477681e-36 7.68415504378784e-35 -1.89087047128942
"SKA1" 3.32737847344582e-36 8.26922764225079e-35 2.53366121063546
"JDP2" 3.41857266274019e-36 8.48279361189792e-35 -1.35367943549264
"FLAD1" 3.4895568489954e-36 8.64563170774913e-35 1.31890342809286
"MTMR10" 3.56616294630082e-36 8.82187763203771e-35 -1.15686387705573
"EIF2AK1" 3.89163817111936e-36 9.61228668636818e-35 0.987535176072452
"HS6ST2" 4.47163408142636e-36 1.10279795258908e-34 3.4670376076657
"VEPH1" 5.09121684013004e-36 1.25368299869401e-34 -3.4444695045945
"DENND2A" 5.52624996716444e-36 1.35873301403042e-34 -1.93070637922399
"FGF2" 5.58704750739026e-36 1.37159039949311e-34 -2.35320058723861
"ERVFRD-1" 5.62704869368325e-36 1.3793110696112e-34 -2.37369521719672
"ITGA8" 5.80778021715802e-36 1.42145200489441e-34 -2.37054849271196
"FRMD4A" 6.02706946077213e-36 1.47288792928475e-34 -1.36309043090806
"HSD17B6" 6.18530719343135e-36 1.50927110019447e-34 -3.22964666838439
"SLC24A4" 6.19605422705625e-36 1.50960964695151e-34 -2.34233008002137
"ECT2" 6.34593058016453e-36 1.54379357959991e-34 1.90042037714822
"SLC25A10" 6.42262925541258e-36 1.56009920573117e-34 1.95222334008135
"FZD4" 7.16517448766732e-36 1.73785111746746e-34 -1.7150395926958
"WDR75" 7.22885100761476e-36 1.75066273125854e-34 0.817461972507144
